FRANCIS ST,Commercial,2
FRANCIS ST,Public & Quasi-Public,10
FRANCIS ST,Residential,10
FRANCIS ST,Residential (Mixed-Use),3
FRANCIS ST,Vacant,2
FRANCLAIRE DR,Residential,17
FRANCONIA ST,Residential,28
FRANCONIA ST,Vacant,2
FRANKFORT ST,Public & Quasi-Public,14
FRANKFORT ST,Residential,42
FRANKFORT ST,Residential (Mixed-Use),1
FRANKFORT ST,Vacant,10
FRANKLIN HILL AV,Public & Quasi-Public,3
FRANKLIN HILL AV,Residential,1
FRANKLIN PL,Residential,2
FRANKLIN PL,Vacant,1
FRANKLIN ST,Commercial,22
FRANKLIN ST,Industrial,1
FRANKLIN ST,Public & Quasi-Public,3
FRANKLIN ST,Residential,63
FRANKLIN ST,Vacant,7
FRANKLIN TE,Residential,7
FRANKLIN TE,Vacant,1
FRAWLEY ST,Commercial,1
FRAWLEY ST,Residential,4
FRAZER ST,Residential,25
FRAZER ST,Vacant,3
FREDERICK ST,Residential,6
FREDERIKA ST,Residential,6
FREDERIKA ST,Vacant,1
FREDONIA ST,Vacant,2
FREELAND ST,Public & Quasi-Public,1
FREELAND ST,Residential,19
FREEMAN AV,Residential,16
FREEMAN AV,Vacant,4
FREEMAN ST,Public & Quasi-Public,1
FREEMAN ST,Residential,3
FREEMAN ST,Vacant,1
FREEPORT ST,Commercial,19
FREEPORT ST,Industrial,2
FREEPORT ST,Public & Quasi-Public,14
FREEPORT ST,Residential,12
FREEPORT ST,Vacant,24
FREEPORT WY,Commercial,3
FREEPORT WY,Industrial,2
FREEPORT WY,Vacant,2
FREMONT ST,Commercial,1
FREMONT ST,Industrial,1
FREMONT ST,Residential,13
FREMONT ST,Vacant,1
FRENCH ST,Residential,8
FRENCH TE,Residential,2
FRENCH TE,Vacant,2
FRESNO ST,Residential,12
FRESNO ST,Vacant,1
FRIEND ST,Commercial,19
FRIEND ST,Public & Quasi-Public,1
FRIEND ST,Residential,1
FRIEND ST,Vacant,1
FRIENDSHIP RD,Residential,11
FRONT ST,Public & Quasi-Public,3
FRONT ST,Vacant,2
FRONTAGE RD,Public & Quasi-Public,12
FRONTAGE RD,Vacant,4
FRONTENAC ST,Residential (Mixed-Use),2
FRONTENAC ST,Vacant,2
FROST AV,Residential,11
FROST AV,Vacant,1
FRUEAN PL,Residential,2
FRUIT ST,Public & Quasi-Public,1
FULDA ST,Public & Quasi-Public,8
FULDA ST,Residential,1
FULDA ST,Vacant,8
FULLER ST,Public & Quasi-Public,1
FULLER ST,Residential,143
FULLER ST,Vacant,5
FULTON ST,Public & Quasi-Public,1
FULTON ST,Residential,17
FULTON ST,Vacant,2
FURBUSH RD,Public & Quasi-Public,5
FURBUSH RD,Residential,30
FURBUSH RD,Vacant,7
FURNIVAL RD,Residential,9
G ST,Public & Quasi-Public,1
G ST,Residential,63
G ST,Residential (Mixed-Use),1
G ST,Vacant,1
GAINSBOROUGH ST,Commercial,12
GAINSBOROUGH ST,Public & Quasi-Public,3
GAINSBOROUGH ST,Residential,2
GAINSBOROUGH ST,Vacant,1
GALLIVAN BL,Commercial,25
GALLIVAN BL,Industrial,1
GALLIVAN BL,Public & Quasi-Public,14
GALLIVAN BL,Residential,158
GALLIVAN BL,Vacant,13
GALLUPS ISLAND ,Public & Quasi-Public,1
GALTY AV,Residential,7
GANNETT ST,Residential,10
GANNETT ST,Vacant,2
GARDEN COURT CT,Residential,1
GARDEN COURT ST,Commercial,1
GARDEN COURT ST,Residential,8
GARDEN COURT ST,Vacant,1
GARDEN ST,Public & Quasi-Public,1
GARDEN ST,Residential,20
GARDENA ST,Residential,20
GARDENA ST,Vacant,4
GARDENSIDE ST,Residential,11
GARDNER PL,Residential,2
GARDNER PL,Residential (Mixed-Use),1
GARDNER ST,Commercial,9
GARDNER ST,Industrial,1
GARDNER ST,Public & Quasi-Public,5
GARDNER ST,Residential,67
GARDNER ST,Vacant,9
GARDNER TE,Commercial,3
GARDNER TE,Residential,3
GARFIELD AV,Public & Quasi-Public,1
GARFIELD AV,Residential,52
GARFIELD AV,Vacant,3
GARNER RD,Public & Quasi-Public,1
GARNER RD,Residential,16
GARNER RD,Vacant,1
GARNET RD,Residential,39
GARRISON ST,Residential,6
GARTH RD,Residential,24
GARTH RD,Vacant,2
GARTLAND ST,Public & Quasi-Public,1
GARTLAND ST,Residential,8
GARTLAND ST,Vacant,1
GARY ST,Vacant,1
GASTON ST,Commercial,1
GASTON ST,Industrial,1
GASTON ST,Residential,26
GASTON ST,Vacant,1
GATES ST,Residential,28
GATES ST,Vacant,1
GAY HEAD ST,Residential,24
GAY ST,Public & Quasi-Public,1
GAY ST,Vacant,1
GAYLAND ST,Residential,16
GAYLAND ST,Vacant,4
GAYLORD ST,Residential,13
GAYLORD ST,Vacant,1
GEM AV,Residential,1
GEN JOZEF PILSUDSKI WY,Public & Quasi-Public,2
GEN WM H DEVINE WY,Commercial,3
GEN WM H DEVINE WY,Public & Quasi-Public,2
GEN WM H DEVINE WY,Residential,1
GENE ST,Public & Quasi-Public,1
GENE ST,Residential,9
GENE ST,Vacant,1
GENEVA AV,Commercial,12
GENEVA AV,Public & Quasi-Public,22
GENEVA AV,Residential,79
GENEVA AV,Residential (Mixed-Use),1
GENEVA AV,Vacant,13
GENEVA ST,Commercial,6
GENEVA ST,Residential,8
GENEVA ST,Vacant,7
GEORGE ST,Commercial,3
GEORGE ST,Public & Quasi-Public,5
GEORGE ST,Residential,44
GEORGE ST,Residential (Mixed-Use),1
GEORGE ST,Vacant,18
GEORGES ISLAND ,Public & Quasi-Public,1
GEORGETOWNE DR,Residential,1
GEORGETOWNE DR,Residential (Mixed-Use),2
GEORGETOWNE DR,Vacant,1
GEORGIA ST,Public & Quasi-Public,2
GEORGIA ST,Residential,13
GEORGIA ST,Vacant,2
GERAGHTY TE,Residential,4
GERAGHTY TE,Vacant,1
GERALD RD,Residential,14
GERARD ST,Commercial,5
GERARD ST,Industrial,1
GERARD ST,Vacant,6
GERMANIA ST,Commercial,1
GERMANIA ST,Residential,7
GERMANIA ST,Vacant,1
GERRISH ST,Public & Quasi-Public,1
GERRISH ST,Residential,23
GERRISH ST,Vacant,2
GERTRUDE RD,Residential,8
GIBSON ST,Commercial,4
GIBSON ST,Public & Quasi-Public,2
GIBSON ST,Residential,21
GIBSON ST,Residential (Mixed-Use),1
GIBSON ST,Vacant,1
GIFFORD PL,Residential,7
GIFFORD PL,Vacant,1
GILLESPIES LA,Public & Quasi-Public,1
GILLETTE PK,Industrial,1
GILLETTE PK,Vacant,1
GILMAN ST,Residential,12
GILMAN ST,Vacant,1
GILMER ST,Residential,6
GILMER ST,Vacant,1
GILMORE TE,Residential,6
GINITA ST,Residential,4
GLADE AV,Residential,7
GLADESIDE AV,Public & Quasi-Public,2
GLADESIDE AV,Residential,31
GLADESIDE AV,Vacant,2
GLADESIDE TE,Residential,5
GLADSTONE ST,Public & Quasi-Public,8
GLADSTONE ST,Residential,78
GLADSTONE ST,Vacant,15
GLEASON ST,Public & Quasi-Public,1
GLEASON ST,Residential,28
GLEN RD,Commercial,1
GLEN RD,Public & Quasi-Public,9
GLEN RD,Residential,11
GLEN RD,Vacant,1
GLEN ST,Residential,5
GLENARM ST,Residential,13
GLENARM ST,Vacant,2
GLENBURNE ST,Public & Quasi-Public,2
GLENBURNE ST,Residential,4
GLENBURNE ST,Vacant,3
GLENBURNIE RD,Residential,25
GLENCLIFF RD,Public & Quasi-Public,1
GLENCLIFF RD,Residential,33
GLENCLIFF RD,Vacant,1
GLENCOE ST,Residential,17
GLENDALE ST,Public & Quasi-Public,1
GLENDALE ST,Residential,39
GLENDALE ST,Vacant,2
GLENDON ST,Commercial,1
GLENDON ST,Residential,2
GLENDON ST,Vacant,1
GLENDOWER RD,Public & Quasi-Public,1
GLENDOWER RD,Residential,61
GLENDOWER RD,Vacant,2
GLENELLEN RD,Residential,86
GLENELLEN RD,Vacant,7
GLENHAM ST,Residential,16
GLENHAM ST,Vacant,1
GLENHAVEN RD,Residential,22
GLENHAVEN RD,Vacant,2
GLENHILL RD,Residential,19
GLENLEY TE,Residential,8
GLENLEY TE,Vacant,2
GLENMONT RD,Commercial,1
GLENMONT RD,Public & Quasi-Public,1
GLENMONT RD,Residential,17
GLENMORE ST,Public & Quasi-Public,1
GLENMORE ST,Residential,2
GLENMORE ST,Vacant,3
GLENROSE RD,Residential,20
GLENSIDE AV,Public & Quasi-Public,1
GLENSIDE AV,Residential,3
GLENSIDE AV,Vacant,1
GLENVALE TE,Residential,4
GLENVILLE AV,Commercial,1
GLENVILLE AV,Public & Quasi-Public,1
GLENVILLE AV,Residential,30
GLENVILLE AV,Vacant,2
GLENVILLE TE,Commercial,3
GLENVILLE TE,Industrial,1
GLENVILLE TE,Public & Quasi-Public,1
GLENWAY ST,Commercial,1
GLENWAY ST,Public & Quasi-Public,6
GLENWAY ST,Residential,55
GLENWAY ST,Residential (Mixed-Use),4
GLENWAY ST,Vacant,10
GLENWOOD AV,Public & Quasi-Public,2
GLENWOOD AV,Residential,49
GLIDE ST,Public & Quasi-Public,1
GLIDE ST,Residential,23
GLINES AV,Public & Quasi-Public,1
GLINES AV,Residential,4
GLINES AV,Vacant,1
GLORIA RD,Residential,9
GLORIA RD,Vacant,1
GLOUCESTER ST,Commercial,4
GLOUCESTER ST,Residential,10
GLOUCESTER ST,Residential (Mixed-Use),2
GLOUCESTER ST,Vacant,1
GLOVER CT,Residential,7
GLOVER PL,Residential,3
GOETHE ST,Residential,14
GOETHE ST,Vacant,2
GOFF ST,Residential,19
GOLD ST,Commercial,1
GOLD ST,Residential,36
GOLD ST,Vacant,20
GOLDSMITH PL,Residential,3
GOLDSMITH PL,Vacant,1
GOLDSMITH ST,Residential,21
GOODALE RD,Public & Quasi-Public,1
GOODALE RD,Residential,25
GOODALE RD,Vacant,5
GOODENOUGH ST,Commercial,3
GOODENOUGH ST,Residential,26
GOODRICH RD,Residential,10
GOODRIDGE CT,Residential,1
GOODWAY RD,Residential,17
GOODWIN CT,Residential,4
GOODWIN PL,Residential,1
GORDON AV,Public & Quasi-Public,11
GORDON AV,Residential,34
GORDON AV,Vacant,9
GORDON PL,Residential,3
GORDON ST,Public & Quasi-Public,2
GORDON ST,Residential,31
GORDON ST,Vacant,4
GORE ST,Public & Quasi-Public,2
GORE ST,Residential,1
GOULD ST,Residential,35
GOULD ST,Vacant,1
GOULDVILLE TE,Vacant,5
GOVE ST,Commercial,2
GOVE ST,Public & Quasi-Public,4
GOVE ST,Residential,16
GOVE ST,Residential (Mixed-Use),2
GOVE ST,Vacant,5
GRACE CT,Residential,2
GRACE ST,Residential,3
GRAFTON ST,Residential,4
GRAHAM TE,Residential,2
GRAMPIAN WY,Residential,56
GRAMPIAN WY,Vacant,4
GRANADA AV,Residential,15
GRANADA AV,Vacant,1
GRANADA PK,Public & Quasi-Public,2
GRANADA PK,Residential,10
GRANBY ST,Public & Quasi-Public,1
GRANDVIEW ST,Residential,14
GRANFIELD AV,Public & Quasi-Public,1
GRANFIELD AV,Residential,33
GRANFIELD AV,Vacant,2
GRANGER ST,Residential,20
GRANITE AV,Commercial,6
GRANITE AV,Public & Quasi-Public,3
GRANITE AV,Residential,23
GRANITE AV,Vacant,4
GRANT PL,Residential,2
GRANT PL,Vacant,1
GRANT RD,Residential,4
GRANT ST,Residential,20
GRANTLEY ST,Residential,2
GRANTS CT,Public & Quasi-Public,1
GRANTS CT,Residential,2
GRANTS CT,Vacant,1
GRANVILLE ST,Residential,30
GRASSMERE RD,Residential,18
GRAY ST,Residential,26
GRAYFIELD AV,Residential,28
GRAYFIELD AV,Vacant,3
GRAYSON ST,Residential,22
GREATON RD,Residential,68
GREATON RD,Vacant,1
GREEN HILL ST,Residential,4
GREEN ST,Commercial,12
GREEN ST,Industrial,1
GREEN ST,Public & Quasi-Public,7
GREEN ST,Residential,75
GREEN ST,Residential (Mixed-Use),3
GREEN ST,Vacant,6
GREENBRIER ST,Public & Quasi-Public,1
GREENBRIER ST,Residential,39
GREENBRIER ST,Vacant,6
GREENBROOK RD,Residential,15
GREENBROOK RD,Vacant,1
GREENDALE RD,Public & Quasi-Public,1
GREENDALE RD,Residential,16
GREENDALE RD,Vacant,2
GREENFIELD RD,Residential,54
GREENFIELD RD,Vacant,4
GREENHEYS ST,Residential,16
GREENHEYS ST,Vacant,1
GREENLEY PL,Public & Quasi-Public,1
GREENLEY PL,Residential,6
GREENLEY PL,Vacant,2
GREENMOUNT ST,Residential,7
GREENOCK ST,Residential,14
GREENOCK ST,Vacant,4
GREENOUGH AV,Residential,17
GREENOUGH AV,Vacant,1
GREENOUGH LA,Residential,6
GREENOUGH PK,Residential,1
GREENS BLOCK ,Vacant,2
GREENVIEW AV,Public & Quasi-Public,1
GREENVIEW AV,Residential,5
GREENVILLE PK,Residential,1
GREENVILLE PK,Vacant,1
GREENVILLE ST,Public & Quasi-Public,2
GREENVILLE ST,Residential,19
GREENVILLE ST,Vacant,4
GREENWICH CT,Residential,7
GREENWICH PK,Residential,13
GREENWICH PK,Vacant,2
GREENWICH ST,Public & Quasi-Public,2
GREENWICH ST,Residential,63
GREENWICH ST,Vacant,2
GREENWOOD AV,Residential,27
GREENWOOD AV,Vacant,2
GREENWOOD CI,Residential,5
GREENWOOD PK,Public & Quasi-Public,2
GREENWOOD PK,Residential,1
GREENWOOD PK,Vacant,2
GREENWOOD SQ,Residential,1
GREENWOOD ST,Public & Quasi-Public,4
GREENWOOD ST,Residential,51
GREENWOOD ST,Vacant,4
GRETTER RD,Residential,25
GRETTER RD,Vacant,1
GREW AV,Commercial,2
GREW AV,Residential,22
GREW AV,Vacant,1
GREW HILL RD,Residential,22
GREYCLIFF RD,Residential,15
GREYLOCK RD,Residential,19
GREYMERE RD,Residential,9
GREYMERE RD,Vacant,1
GRIGGS PL,Residential,14
GRIGGS ST,Commercial,1
GRIGGS ST,Residential,2
GRIGGS ST,Vacant,1
GRIMES ST,Residential,20
GROOM ST,Residential,12
GROTTO GLEN AV,Residential,1
GROTTO GLEN RD,Residential,3
GROTTO GLEN RD,Vacant,2
GROUSE ST,Public & Quasi-Public,1
GROUSE ST,Residential,19
GROUSE ST,Vacant,2
GROVE PL,Public & Quasi-Public,1
GROVE RD,Vacant,1
GROVE ST,Commercial,7
GROVE ST,Industrial,1
GROVE ST,Public & Quasi-Public,5
GROVE ST,Residential,68
GROVE ST,Residential (Mixed-Use),2
GROVE ST,Vacant,25
GROVE TE,Residential,5
GROVELAND ST,Residential,22
GROVELAND ST,Vacant,3
GROVENOR RD,Residential,4
GROVER AV,Residential,2
GUERNSEY ST,Residential,20
GUEST ST,Commercial,4
GUEST ST,Public & Quasi-Public,1
GUEST ST,Vacant,6
GUILD RO,Public & Quasi-Public,1
GUILD RO,Vacant,1
GUILD ST,Public & Quasi-Public,1
GUILD ST,Residential,8
GUILD ST,Vacant,1
GUILFORD ST,Residential,7
GURNEY ST,Public & Quasi-Public,1
GURNEY ST,Residential,1
GURNEY ST,Vacant,7
GUSTIN ST,Commercial,1
GWINNETT ST,Residential,20
H ST,Commercial,2
H ST,Industrial,1
H ST,Public & Quasi-Public,1
H ST,Residential,65
H ST,Vacant,1
H STREET PL,Commercial,1
H STREET PL,Residential,3
HACKENSACK CI,Residential,10
HACKENSACK CT,Residential,6
HACKENSACK RD,Public & Quasi-Public,1
HACKENSACK RD,Residential,44
HACKENSACK RD,Vacant,10
HACKENSACK TE,Residential,8
HADWIN WY,Residential,5
HAGAR ST,Residential,2
HALBORN ST,Residential,18
HALE ST,Public & Quasi-Public,2
HALE ST,Residential,7
HALEY ST,Residential,6
HALEY ST,Vacant,1
HALF MOON ST,Public & Quasi-Public,1
HALF MOON ST,Residential,5
HALF MOON ST,Vacant,3
HALFORD RD,Residential,8
HALIFAX ST,Residential,17
HALL PL,Residential,3
HALL ST,Public & Quasi-Public,2
HALL ST,Residential,15
HALLAM ST,Residential,7
HALLECK ST,Commercial,6
HALLECK ST,Public & Quasi-Public,1
HALLET DAVIS ST,Residential,1
HALLET DAVIS ST,Vacant,2
HALLET ST,Commercial,10
HALLET ST,Industrial,2
HALLET ST,Public & Quasi-Public,5
HALLET ST,Residential,6
HALLET ST,Vacant,6
HALLIDAY ST,Residential,29
HALLIDAY ST,Vacant,2
HALLOWELL ST,Residential,33
HALLOWELL ST,Vacant,1
HALLRON ST,Residential,41
HALSEY RD,Residential,20
HAMILTON PL,Commercial,1
HAMILTON PL,Residential (Mixed-Use),1
HAMILTON ST,Public & Quasi-Public,5
HAMILTON ST,Residential,103
HAMILTON ST,Vacant,16
HAMILTON TE,Public & Quasi-Public,1
HAMLET ST,Public & Quasi-Public,1
HAMLET ST,Residential,9
HAMLET ST,Vacant,1
HAMMOND ST,Public & Quasi-Public,1
HAMMOND ST,Residential,16
HAMMOND ST,Residential (Mixed-Use),5
HAMMOND ST,Vacant,2
HAMPDEN ST,Commercial,8
HAMPDEN ST,Industrial,3
HAMPDEN ST,Public & Quasi-Public,2
HAMPDEN ST,Residential (Mixed-Use),5
HAMPDEN ST,Vacant,15
HAMPSTEAD LA,Residential,2
HAMPSTEAD RD,Residential,19
HANCOCK ST,Commercial,16
HANCOCK ST,Public & Quasi-Public,5
HANCOCK ST,Residential,88
HANCOCK ST,Residential (Mixed-Use),1
HANCOCK ST,Vacant,11
HANNON ST,Commercial,1
HANNON ST,Public & Quasi-Public,1
HANNON ST,Residential,7
HANNON ST,Vacant,3
HANO ST,Commercial,3
HANO ST,Public & Quasi-Public,1
HANO ST,Residential,45
HANO ST,Vacant,1
HANOVER AV,Residential,9
HANOVER AV,Vacant,3
HANOVER ST,Commercial,21
HANOVER ST,Public & Quasi-Public,3
HANOVER ST,Residential,37
HANOVER ST,Residential (Mixed-Use),12
HANOVER ST,Vacant,3
HANSBOROUGH ST,Residential,17
HANSBOROUGH ST,Vacant,6
HANSFORD ST,Residential,1
HANSON ST,Public & Quasi-Public,3
HANSON ST,Residential,13
HANSON ST,Residential (Mixed-Use),1
HARBELL TE,Residential,6
HARBOR SHORE DR,Commercial,1
HARBOR ST,Public & Quasi-Public,4
HARBOR VIEW ST,Public & Quasi-Public,1
HARBOR VIEW ST,Residential,35
HARBOR VIEW ST,Vacant,2
HARCOURT ST,Commercial,1
HARCOURT ST,Public & Quasi-Public,1
HARDING RD,Residential,24
HARDING RD,Vacant,1
HARDWICK ST,Residential,22
HARDWICK ST,Vacant,3
HARDWICK TE,Residential,4
HARDY ST,Residential,8
HARLEM ST,Residential,21
HARLESTON ST,Residential,1
HARLESTON ST,Vacant,3
HARLEY ST,Residential,9
HARLOW ST,Public & Quasi-Public,2
HARLOW ST,Residential,10
HARLOW ST,Vacant,1
HARMON ST,Public & Quasi-Public,3
HARMON ST,Residential,25
HARMON ST,Vacant,3
HARMONY ST,Commercial,2
HAROLD PK,Residential,7
HAROLD ST,Public & Quasi-Public,5
HAROLD ST,Residential,49
HAROLD ST,Residential (Mixed-Use),1
HAROLD ST,Vacant,3
HARRIET ST,Residential,36
HARRINGTON AV,Residential,1
HARRIS AV,Commercial,3
HARRIS AV,Residential,7
HARRIS AV,Residential (Mixed-Use),1
HARRIS ST,Residential,3
HARRISHOF ST,Public & Quasi-Public,4
HARRISHOF ST,Residential,41
HARRISHOF ST,Vacant,2
HARRISON AV,Commercial,32
HARRISON AV,Industrial,2
HARRISON AV,Public & Quasi-Public,50
HARRISON AV,Residential,21
HARRISON AV,Residential (Mixed-Use),6
HARRISON AV,Vacant,6
HARRISON AV XT,Commercial,1
HARRISON ST,Public & Quasi-Public,1
HARRISON ST,Residential,6
HARROW ST,Commercial,1
HARROW ST,Residential,4
HARRY AGGANIS WY,Public & Quasi-Public,2
HARRY AGGANIS WY,Residential,1
HART PL,Residential,4
HARTFORD CT,Residential,5
HARTFORD ST,Public & Quasi-Public,1
HARTFORD ST,Residential,46
HARTFORD ST,Vacant,2
HARTFORD TE,Residential,3
HARTFORD TE,Vacant,2
HARTLAND ST,Residential,6
HARTLAWN RD,Residential,15
HARTLAWN RD,Vacant,1
HARTLEY TE,Residential,8
HARTWELL ST,Residential,16
HARVARD AV,Commercial,33
HARVARD AV,Industrial,1
HARVARD AV,Public & Quasi-Public,5
HARVARD AV,Residential,38
HARVARD AV,Vacant,6
HARVARD PK,Residential,5
HARVARD PL,Residential,2
HARVARD SQ,Residential,2
HARVARD ST,Commercial,18
HARVARD ST,Public & Quasi-Public,34
HARVARD ST,Residential,131
HARVARD ST,Residential (Mixed-Use),8
HARVARD ST,Vacant,21
HARVARD TE,Residential,7
HARVEST ST,Public & Quasi-Public,1
HARVEST ST,Residential,23
HARVEST TE,Residential,3
HARVEY STEEL RD,Commercial,1
HARWOOD ST,Public & Quasi-Public,5
HARWOOD ST,Residential,19
HARWOOD ST,Vacant,2
HASKELL ST,Residential,18
HASLET ST,Residential,5
HASTINGS ST,Commercial,1
HASTINGS ST,Residential,37
HATCH ST,Residential,2
HATHAWAY ST,Residential,4
HATHERLY RD,Residential,21
HATHON SQ,Residential,1
HATHON SQ,Vacant,1
HAUL RD,Public & Quasi-Public,1
HAUL RD,Vacant,3
HAUTEVALE ST,Residential,20
HAUTEVALE ST,Vacant,2
HAVANA ST,Residential,13
HAVELOCK ST,Public & Quasi-Public,1
HAVELOCK ST,Residential,18
HAVELOCK ST,Vacant,4
HAVEN ST,Residential,5
HAVEN ST,Vacant,3
HAVERFORD ST,Public & Quasi-Public,1
HAVERFORD ST,Residential,24
HAVERFORD ST,Vacant,4
HAVERHILL ST,Residential (Mixed-Use),1
HAVEY ST,Residential,7
HAVEY ST,Vacant,1
HAVILAND ST,Commercial,2
HAVILAND ST,Public & Quasi-Public,4
HAVILAND ST,Residential,4
HAVILAND ST,Vacant,1
HAVRE ST,Commercial,7
HAVRE ST,Public & Quasi-Public,5
HAVRE ST,Residential,99
HAVRE ST,Vacant,15
HAWKINS ST,Commercial,2
HAWKINS ST,Industrial,2
HAWKINS ST,Public & Quasi-Public,3
HAWLEY ST,Commercial,1
HAWTHORNE ST,Public & Quasi-Public,2
HAWTHORNE ST,Residential,44
HAWTHORNE ST,Vacant,2
HAWTHORNE TE,Public & Quasi-Public,1
HAWTHORNE TE,Residential,2
HAYDEN ST,Vacant,1
HAYDN ST,Residential,20
HAYES RD,Public & Quasi-Public,1
HAYES RD,Residential,10
HAYNES ST,Residential,23
HAYNES ST,Vacant,11
HAZEL PK,Vacant,1
HAZELMERE RD,Residential,17
HAZELTON ST,Residential,1
HAZELWOOD CT,Residential,1
HAZELWOOD ST,Public & Quasi-Public,1
HAZELWOOD ST,Residential,12
HAZELWOOD ST,Vacant,1
HAZLETON ST,Public & Quasi-Public,1
HAZLETON ST,Residential,56
HAZLETON ST,Vacant,5
HEATH ST,Commercial,2
HEATH ST,Industrial,2
HEATH ST,Public & Quasi-Public,4
HEATH ST,Residential,22
HEATH ST,Residential (Mixed-Use),3
HEATH ST,Vacant,9
HEATHCOTE ST,Public & Quasi-Public,2
HEATHCOTE ST,Residential,13
HEATHCOTE ST,Vacant,3
HEBRON ST,Public & Quasi-Public,22
HEBRON ST,Residential,27
HEBRON ST,Vacant,18
HECLA ST,Residential,28
HECLA ST,Vacant,4
HEFFERAN ST,Vacant,1
HELDUN ST,Residential,10
HELDUN ST,Vacant,1
HELEN ST,Commercial,1
HELEN ST,Public & Quasi-Public,3
HELEN ST,Residential,4
HELEN ST,Vacant,2
HELENA RD,Residential,19
HELENA RD,Vacant,4
HEMENWAY ST,Commercial,2
HEMENWAY ST,Public & Quasi-Public,17
HEMENWAY ST,Residential,37
HEMENWAY ST,Vacant,2
HEMLOCK RD,Residential,23
HEMLOCK RD,Vacant,2
HEMMAN ST,Residential,42
HEMMAN ST,Vacant,1
HENCHMAN ST,Residential,7
HENDERSON RD,Vacant,9
HENDRY ST,Residential,17
HENDRY ST,Vacant,2
HENLEY ST,Residential,2
HENLEY ST,Vacant,4
HENRICI ST,Residential,1
HENRY ST,Residential,1
HENSHAW ST,Commercial,3
HENSHAW ST,Industrial,1
HENSHAW ST,Residential,8
HENSHAW ST,Vacant,1
HENSHAW TE,Public & Quasi-Public,1
HENSHAW TE,Residential,2
HERALD ST,Commercial,3
HERALD ST,Public & Quasi-Public,2
HERBERT ST,Residential,6
HERBERT ST,Vacant,3
HERBERTSON RD,Residential,4
HERBERTSON RD,Vacant,1
HEREFORD ST,Commercial,3
HEREFORD ST,Residential,16
HERON ST,Commercial,1
HERON ST,Public & Quasi-Public,2
HERON ST,Residential,12
HERON ST,Vacant,9
HERRICK ST,Commercial,3
HERSEY PL,Residential,1
HESSTON TE,Public & Quasi-Public,2
HESSTON TE,Residential,3
HESTIA PK,Residential,5
HESTIA PK,Vacant,1
HEWINS ST,Residential,21
HEWINS ST,Vacant,1
HEWLETT ST,Public & Quasi-Public,1
HEWLETT ST,Residential,41
HIAWATHA RD,Residential,30
HIAWATHA RD,Vacant,1
HICHBORN ST,Commercial,1
HICHBORN ST,Industrial,1
HICHBORN ST,Residential,7
HICHBORN ST,Vacant,2
HICKORY AV,Public & Quasi-Public,1
HIGGINS ST,Residential,17
HIGH RD,Public & Quasi-Public,13
HIGH RD,Residential,1
HIGH RD,Vacant,6
HIGH ROCK WY,Residential,6
HIGH ROCK WY,Vacant,1
HIGH ST,Commercial,11
HIGH ST,Industrial,2
HIGH ST,Public & Quasi-Public,4
HIGH ST,Residential,60
HIGH ST,Residential (Mixed-Use),1
HIGH ST,Vacant,3
HIGH VIEW AV,Public & Quasi-Public,3
HIGH VIEW AV,Residential,13
HIGH VIEW AV,Vacant,13
HIGHFIELD RD,Residential,10
HIGHFIELD RD,Vacant,1
HIGHFIELD TE,Residential,6
HIGHGATE ST,Residential,11
HIGHLAND AV,Public & Quasi-Public,6
HIGHLAND AV,Residential,3
HIGHLAND AV,Vacant,4
HIGHLAND PARK AV,Residential,16
HIGHLAND PARK AV,Vacant,7
HIGHLAND PARK ST,Public & Quasi-Public,1
HIGHLAND PARK ST,Vacant,1
HIGHLAND ST,Commercial,2
HIGHLAND ST,Industrial,1
HIGHLAND ST,Public & Quasi-Public,22
HIGHLAND ST,Residential,95
HIGHLAND ST,Residential (Mixed-Use),2
HIGHLAND ST,Vacant,19
HIGHLAND TE,Vacant,2
HILARY ST,Residential,2
HILBURN PL,Residential,5
HILBURN PL,Vacant,1
HILBURN ST,Residential,31
HILDRETH ST,Residential,10
HILL ST,Public & Quasi-Public,1
HILL ST,Residential,9
HILL TOP ST,Commercial,1
HILL TOP ST,Public & Quasi-Public,2
HILL TOP ST,Residential,23
HILL TOP ST,Vacant,3
HILLCREST ST,Residential,8
HILLCROFT RD,Residential,11
HILLCROFT RD,Vacant,1
HILLIS RD,Residential,27
HILLIS RD,Vacant,3
HILLOCK ST,Public & Quasi-Public,2
HILLOCK ST,Residential,22
HILLOCK ST,Vacant,3
HILLSBORO RD,Residential,11
HILLSBORO RD,Vacant,1
HILLSBORO ST,Industrial,2
HILLSBORO ST,Residential,2
HILLSDALE ST,Residential,23
HILLSDALE ST,Vacant,2
HILLSIDE AV,Residential,5
HILLSIDE ST,Commercial,1
HILLSIDE ST,Residential,104
HILLSIDE ST,Vacant,3
HILLVIEW AV,Residential,13
HILLVIEW AV,Vacant,1
HILTON ST,Residential,10
HILTON TE,Residential,15
HINCKLEY ST,Residential,10
HINCKLEY ST,Vacant,1
HINSDALE ST,Public & Quasi-Public,1
HOBART ST,Residential,27
HOBART ST,Vacant,1
HOBSON ST,Residential,36
HOBSON ST,Vacant,1
HODGDON TE,Residential,9
HODGDON TE,Vacant,4
HOLBORN PK,Residential,6
HOLBORN ST,Public & Quasi-Public,5
HOLBORN ST,Residential,30
HOLBORN ST,Vacant,2
HOLBROOK AV,Residential,8
HOLBROOK AV,Vacant,3
