st_loc,building_typology,0
IMRIE RD,Multi-Family (2 units),7
IMRIE RD,Multi-Family (3 units),6
IMRIE RD,Single-Family,4
IMRIE RD,Vacant,2
INDEPENDENCE DR,Multi-Family (>= 100 units),2
INDEPENDENCE DR,Office,1
INDIA ST,Garage,2
INDIA ST,Office,1
INDIA ST,Vacant,1
INGLESIDE ST,Multi-Family (2 units),1
INGLESIDE ST,Multi-Family (3 units),4
INGLESIDE ST,Single-Family,5
INGLESIDE ST,Vacant,4
INTERVALE ST,Multi-Family (2 units),12
INTERVALE ST,Multi-Family (3 units),33
INTERVALE ST,Multi-Family (4-6 units),4
INTERVALE ST,Multi-Family (>= 100 units),2
INTERVALE ST,Office,8
INTERVALE ST,Single-Family,4
INTERVALE ST,Vacant,9
INTERVALE ST,Worship,1
INTERVALE TE,Office,1
INWOOD ST,Multi-Family (3 units),12
INWOOD ST,Office,2
INWOOD ST,Vacant,4
IONA ST,Multi-Family (2 units),6
IONA ST,Single-Family,1
IOWA ST,Multi-Family (2 units),3
IOWA ST,Multi-Family (3 units),4
IPSWICH PL,Multi-Family (3 units),1
IPSWICH PL,Vacant,1
IPSWICH ST,Convention/Assembly,1
IPSWICH ST,Garage,2
IPSWICH ST,Multi-Family (31-99 units),1
IPSWICH ST,Retail,1
IPSWICH ST,School,1
IPSWICH ST,Warehouse,1
IRENA RD,Single-Family,5
IRMA ST,Convention/Assembly,1
IRMA ST,Multi-Family (3 units),12
IRMA ST,Office,1
IRMA ST,Vacant,1
IROQUOIS ST,Medical/Lab/Production,2
IROQUOIS ST,Multi-Family (2 units),11
IROQUOIS ST,Multi-Family (3 units),4
IROQUOIS ST,Single-Family,4
IROQUOIS ST,Vacant,5
IRVING ST,Multi-Family (3 units),1
IRVING ST,Multi-Family (4-6 units),7
IRVING ST,Multi-Family (7-30 units),7
IRVING ST,Single-Family,5
IRWIN AV,Residential (Mixed-Use),4
IRWIN AV,Single-Family,4
ISABELLA ST,Garage,1
ISABELLA ST,Multi-Family (4-6 units),9
ISABELLA ST,Multi-Family (7-30 units),3
ISABELLA ST,Residential (Mixed-Use),1
ISLAND ST,Retail,1
ISLAND ST,Vacant,4
ISLAND ST,Warehouse,2
ISLINGTON ST,Multi-Family (2 units),2
ISLINGTON ST,Multi-Family (4-6 units),1
ISLINGTON ST,Single-Family,4
ISLINGTON ST,Vacant,1
ISLINGTON TE,Multi-Family (2 units),2
ISLINGTON TE,Office,1
ISLINGTON TE,Single-Family,3
ITASCA ST,Multi-Family (2 units),8
ITASCA ST,Multi-Family (3 units),2
ITASCA ST,Office,4
ITASCA ST,Single-Family,71
ITASCA ST,Vacant,17
IVES ST,Office,2
IVORY ST,Multi-Family (2 units),3
IVORY ST,Single-Family,10
JACKSON AV,Single-Family,3
JACKSON ST,Vacant,2
JACOB ST,Multi-Family (2 units),2
JACOB ST,Multi-Family (3 units),2
JACOB ST,Office,2
JACOB ST,Single-Family,38
JACQUELINE RD,Single-Family,8
JAEGER TE,Single-Family,4
JAEGER TE,Vacant,1
JALLEISON ST,Office,1
JALLEISON ST,Single-Family,1
JALLEISON ST,Vacant,2
JAMAICA PL,Single-Family,2
JAMAICA ST,Multi-Family (2 units),9
JAMAICA ST,Multi-Family (3 units),5
JAMAICA ST,Multi-Family (4-6 units),1
JAMAICA ST,Single-Family,29
JAMAICA ST,Vacant,3
JAMAICAWAY CT,Multi-Family (2 units),1
JAMAICAWAY CT,Single-Family,6
JAMAICAWAY ST,Convention/Assembly,1
JAMAICAWAY ST,Multi-Family (2 units),1
JAMAICAWAY ST,Multi-Family (3 units),4
JAMAICAWAY ST,Multi-Family (31-99 units),1
JAMAICAWAY ST,Multi-Family (7-30 units),1
JAMAICAWAY ST,Single-Family,4
JAMESTOWN TE,Single-Family,5
JARVIS PL,Single-Family,4
JARVIS PL,Vacant,3
JASON TE,Single-Family,4
JEANNE DR,Office,1
JEANNE DR,Vacant,1
JEFFERS ST,Multi-Family (2 units),3
JEFFERS ST,Single-Family,6
JEFFERS ST,Vacant,4
JEFFERSON AV,Single-Family,1
JEFFERSON ST,Multi-Family (3 units),1
JEFFERSON ST,Single-Family,1
JEFFRIES ST,Medical/Lab/Production,1
JEFFRIES ST,Multi-Family (2 units),4
JEFFRIES ST,Multi-Family (3 units),5
JEFFRIES ST,Multi-Family (4-6 units),1
JEFFRIES ST,Single-Family,7
JEFFRIES ST,Vacant,2
JEFFRIES ST,Warehouse,1
JENKINS ST,Multi-Family (2 units),4
JENKINS ST,Multi-Family (3 units),3
JENKINS ST,Residential (Mixed-Use),1
JENKINS ST,Single-Family,12
JENKINS ST,Vacant,3
JENNER ST,Vacant,1
JENNETT AV,Single-Family,3
JENNETT AV,Vacant,1
JEROME ST,Medical/Lab/Production,1
JEROME ST,Multi-Family (2 units),3
JEROME ST,Multi-Family (3 units),3
JERSEY ST,Convention/Assembly,1
JERSEY ST,Multi-Family (7-30 units),2
JERSEY ST,Multi-Family (>= 100 units),1
JERSEY ST,Office,1
JERSEY ST,Restaurant,2
JERSEY ST,Retail,4
JERSEY ST,Warehouse,1
JERUSALEM PL,Multi-Family (3 units),1
JERUSALEM PL,Residential (Mixed-Use),1
JERUSALEM PL,Vacant,1
JESS ST,Multi-Family (2 units),4
JESS ST,Residential (Mixed-Use),2
JESS ST,Single-Family,3
JESS ST,Vacant,1
JEWETT ST,Multi-Family (2 units),6
JEWETT ST,Multi-Family (3 units),3
JEWETT ST,Single-Family,5
JEWETT ST,Vacant,2
JFK EXPRESS WY,Vacant,2
JIMMY FUND WY,Medical/Lab/Production,2
JOAN RD,Single-Family,18
JOANNE TE,Single-Family,6
JOHN A ANDREW ST,Multi-Family (2 units),3
JOHN A ANDREW ST,Multi-Family (3 units),2
JOHN A ANDREW ST,Single-Family,5
JOHN ALDEN RD,Single-Family,8
JOHN ALDEN RD,Vacant,1
JOHN ELIOT SQ,Office,1
JOHN ELIOT SQ,Residential (Mixed-Use),2
JOHN ELIOT SQ,Vacant,1
JOHN ELIOT SQ,Warehouse,1
JOHNNY CT,Multi-Family (2 units),5
JOHNNY CT,Multi-Family (3 units),2
JOHNNY CT,Residential (Mixed-Use),1
JOHNNY CT,Single-Family,1
JOHNRAY RD,Vacant,1
JOHNSON AV,Multi-Family (3 units),1
JOHNSON ST,Single-Family,34
JOHNSON ST,Vacant,5
JOHNSON TE,Multi-Family (2 units),2
JOHNSON TE,Multi-Family (3 units),1
JOHNSON TE,Multi-Family (7-30 units),1
JOHNSON TE,Vacant,2
JOHNSTON RD,Multi-Family (2 units),9
JOHNSTON RD,Multi-Family (3 units),15
JOHNSTON RD,Single-Family,1
JOHNSTON RD,Vacant,4
JOHNSWOOD RD,Multi-Family (2 units),10
JOHNSWOOD RD,Multi-Family (3 units),1
JOHNSWOOD RD,Single-Family,29
JOHNSWOOD RD,Vacant,1
JONES AV,Multi-Family (2 units),6
JONES AV,Multi-Family (3 units),4
JONES AV,Office,4
JONES AV,Single-Family,12
JONES AV,Vacant,7
JORDAN RD,Multi-Family (2 units),1
JOSEPH ST,Multi-Family (2 units),5
JOSEPH ST,Multi-Family (3 units),1
JOSEPHINE ST,Multi-Family (2 units),10
JOSEPHINE ST,Multi-Family (3 units),8
JOSEPHINE ST,Office,1
JOSEPHINE ST,Single-Family,2
JOSEPHINE ST,Vacant,4
JOY ST,Convention/Assembly,1
JOY ST,Multi-Family (2 units),1
JOY ST,Multi-Family (3 units),4
JOY ST,Multi-Family (31-99 units),1
JOY ST,Multi-Family (4-6 units),8
JOY ST,Multi-Family (7-30 units),10
JOY ST,Office,4
JOY ST,Residential (Mixed-Use),1
JOY ST,Single-Family,8
JOYCE KILMER RD,Multi-Family (2 units),7
JOYCE KILMER RD,Multi-Family (3 units),1
JOYCE KILMER RD,Single-Family,25
JOYCE KILMER RD,Vacant,2
JOYCE RD,Multi-Family (2 units),1
JOYCE RD,Single-Family,11
JUDGE ST,Multi-Family (2 units),3
JUDSON ST,Multi-Family (2 units),2
JUDSON ST,Multi-Family (3 units),5
JUDSON ST,Vacant,6
JULIAN ST,Multi-Family (2 units),5
JULIAN ST,Multi-Family (3 units),13
JULIAN ST,Single-Family,10
JULIAN ST,Vacant,15
JULIETTE ST,Multi-Family (3 units),14
JUNE ST,Multi-Family (2 units),8
JUNE ST,Single-Family,4
JUNE ST,Vacant,1
JUNIPER ST,Multi-Family (2 units),7
JUNIPER ST,Multi-Family (3 units),2
JUNIPER ST,Single-Family,4
JUNIPER ST,Vacant,5
JUNIPER TE,Office,2
JUNIPER TE,Single-Family,1
JUNIPER TE,Vacant,1
JUSTIN RD,Multi-Family (2 units),9
JUSTIN RD,Multi-Family (3 units),1
K ST,Multi-Family (2 units),27
K ST,Multi-Family (3 units),25
K ST,Multi-Family (4-6 units),5
K ST,Residential (Mixed-Use),1
K ST,Retail,1
K ST,Single-Family,45
K ST,Vacant,4
K STREET PL,Multi-Family (3 units),2
KALADA PK,Single-Family,1
KALADA PK,Vacant,1
KANE ST,Multi-Family (2 units),1
KANE ST,Single-Family,1
KANE ST,Vacant,2
KARDON RD,Single-Family,11
KARDON RD,Vacant,1
KAVANAUGH WY,Multi-Family (2 units),1
KAVANAUGH WY,School,1
KEANE RD,Single-Family,18
KEANE RD,Vacant,3
KEARSARGE AV,Multi-Family (3 units),1
KEARSARGE AV,Office,3
KEARSARGE AV,School,1
KEARSARGE AV,Single-Family,1
KEARSARGE TE,Vacant,1
KEENAN RD,Single-Family,7
KEITH ST,Single-Family,26
KELLEY CT,Multi-Family (2 units),4
KELLEY CT,Multi-Family (3 units),2
KELLEY CT,Single-Family,3
KELLEY CT,Vacant,3
KELLYS BLOCK ,Single-Family,1
KELTON ST,Garage,1
KELTON ST,Multi-Family (3 units),5
KELTON ST,Multi-Family (31-99 units),2
KELTON ST,Multi-Family (4-6 units),3
KELTON ST,Multi-Family (7-30 units),11
KELTON ST,Single-Family,2
KEMBLE PL,Multi-Family (2 units),1
KEMBLE PL,Single-Family,3
KEMBLE PL,Vacant,3
KEMBLE ST,Garage,3
KEMBLE ST,Vacant,1
KEMBLE ST,Warehouse,4
KEMP ST,Multi-Family (2 units),2
KEMP ST,Multi-Family (31-99 units),1
KENBERMA RD,Multi-Family (3 units),13
KENBERMA RD,Vacant,1
KENDALL ST,Residential (Mixed-Use),1
KENILWORTH ST,Multi-Family (2 units),2
KENILWORTH ST,Multi-Family (3 units),6
KENILWORTH ST,Multi-Family (4-6 units),1
KENILWORTH ST,Office,2
KENILWORTH ST,Single-Family,2
KENILWORTH ST,Vacant,3
KENMARE RD,Vacant,1
KENNEBEC ST,Multi-Family (2 units),4
KENNEBEC ST,Multi-Family (3 units),2
KENNEBEC ST,Office,20
KENNEBEC ST,Single-Family,32
KENNEBEC ST,Vacant,12
KENNETH ST,Multi-Family (2 units),3
KENNETH ST,Single-Family,14
KENNEY ST,Multi-Family (2 units),3
KENNEY ST,Multi-Family (3 units),2
KENNEY ST,Multi-Family (4-6 units),2
KENNEY ST,Single-Family,4
KENNEY ST,Vacant,1
KENRICK ST,Multi-Family (2 units),19
KENRICK ST,Multi-Family (3 units),1
KENRICK ST,Multi-Family (4-6 units),2
KENRICK ST,Single-Family,21
KENSINGTON ST,Multi-Family (3 units),5
KENTON RD,Garage,1
KENTON RD,Multi-Family (2 units),3
KENTON RD,Multi-Family (3 units),4
KENTON RD,Retail,1
KENTON RD,Single-Family,8
KENTON RD,Vacant,1
KENWOOD ST,Multi-Family (2 units),10
KENWOOD ST,Multi-Family (3 units),2
KENWOOD ST,Multi-Family (7-30 units),1
KENWOOD ST,Single-Family,23
KERNA RD,Single-Family,12
KERNA RD,Vacant,2
KERSHAW RD,Single-Family,8
KERSHAW RD,Vacant,3
KERWIN ST,Multi-Family (2 units),5
KERWIN ST,Multi-Family (3 units),13
KERWIN ST,Single-Family,1
KERWIN ST,Vacant,3
KESWICK ST,Multi-Family (2 units),1
KESWICK ST,Multi-Family (7-30 units),3
KESWICK ST,Single-Family,3
KEVIN RD,Multi-Family (3 units),7
KEYES STREET PL,Vacant,1
KEYSTONE ST,Multi-Family (2 units),6
KEYSTONE ST,Single-Family,39
KEYSTONE ST,Vacant,7
KIERNAN RD,Multi-Family (2 units),1
KIERNAN RD,Single-Family,6
KILBY ST,Office,3
KILMARNOCK ST,Garage,2
KILMARNOCK ST,Residential (Mixed-Use),1
KILMARNOCK ST,Restaurant,1
KILMARNOCK ST,Retail,1
KILSYTH RD,Multi-Family (2 units),5
KILSYTH RD,Multi-Family (3 units),3
KILSYTH RD,Multi-Family (4-6 units),3
KILSYTH RD,Multi-Family (7-30 units),5
KILSYTH RD,Single-Family,2
KILSYTH RD,Vacant,1
KILSYTH TE,Multi-Family (2 units),1
KILSYTH TE,Single-Family,2
KIMBALL ST,Garage,1
KIMBALL ST,Multi-Family (2 units),4
KIMBALL ST,Multi-Family (3 units),3
KIMBALL ST,Single-Family,2
KIMBALL ST,Vacant,12
KIMBALL ST,Warehouse,1
KINEO ST,Single-Family,3
KINEO ST,Vacant,1
KING ST,Multi-Family (2 units),17
KING ST,Multi-Family (3 units),31
KING ST,Office,4
KING ST,Single-Family,17
KING ST,Vacant,1
KINGSBORO PK,Multi-Family (2 units),6
KINGSBORO PK,Single-Family,4
KINGSBORO PK,Vacant,1
KINGSBORO PK,Worship,1
KINGSDALE ST,Multi-Family (2 units),3
KINGSDALE ST,Multi-Family (3 units),20
KINGSDALE ST,Multi-Family (4-6 units),2
KINGSDALE ST,Residential (Mixed-Use),7
KINGSDALE ST,Single-Family,3
KINGSDALE ST,Vacant,1
KINGSLAND RD,Single-Family,15
KINGSLEY ST,Multi-Family (2 units),6
KINGSTON ST,Convention/Assembly,2
KINGSTON ST,Office,2
KINGSTON ST,Residential (Mixed-Use),1
KINROSS RD,Multi-Family (2 units),2
KINROSS RD,Multi-Family (3 units),1
KIRK ST,Single-Family,7
KIRKWOOD RD,Multi-Family (2 units),15
KIRKWOOD RD,Multi-Family (3 units),1
KIRKWOOD RD,Office,1
KIRKWOOD RD,Single-Family,4
KITTREDGE CT,Single-Family,6
KITTREDGE ST,Convention/Assembly,1
KITTREDGE ST,Multi-Family (2 units),25
KITTREDGE ST,Multi-Family (3 units),9
KITTREDGE ST,Multi-Family (4-6 units),1
KITTREDGE ST,Single-Family,42
KITTREDGE ST,Vacant,2
KITTREDGE TE,Multi-Family (2 units),1
KNAPP ST,Multi-Family (7-30 units),1
KNAPP ST,Restaurant,1
KNAPP ST,Retail,1
KNEELAND ST,Convention/Assembly,2
KNEELAND ST,Office,2
KNEELAND ST,Restaurant,4
KNEELAND ST,Retail,6
KNEELAND ST,Vacant,5
KNIGHT ST,Multi-Family (2 units),1
KNIGHT ST,Multi-Family (4-6 units),2
KNOLL ST,Multi-Family (2 units),17
KNOLL ST,Multi-Family (3 units),1
KNOLL ST,Single-Family,23
KNOLL ST,Vacant,2
KNOWLES ST,Office,1
KNOWLTON ST,Multi-Family (2 units),1
KNOWLTON ST,Single-Family,6
KNOX ST,Multi-Family (2 units),1
KNOX ST,Multi-Family (3 units),1
KNOX ST,Single-Family,1
KOVEY CT,Single-Family,6
KOVEY RD,Multi-Family (2 units),2
KOVEY RD,Office,1
KOVEY RD,Single-Family,14
KOVEY RD,Vacant,1
KRESSON TE,Vacant,1
KRISTIN CT,Single-Family,4
L ST,Multi-Family (2 units),11
L ST,Multi-Family (3 units),42
L ST,Multi-Family (31-99 units),1
L ST,Multi-Family (4-6 units),2
L ST,Multi-Family (7-30 units),2
L ST,Office,2
L ST,Residential (Mixed-Use),5
L ST,Restaurant,1
L ST,Retail,3
L ST,Single-Family,3
L ST,Vacant,1
LABAN PRATT RD,Multi-Family (2 units),10
LACONIA ST,Garage,1
LAFIELD ST,Multi-Family (3 units),8
LAGRANGE PL,Multi-Family (2 units),1
LAGRANGE PL,Multi-Family (3 units),1
LAGRANGE PL,Single-Family,1
LAGRANGE PL,Vacant,2
LAGRANGE ST,Convention/Assembly,1
LAGRANGE ST,Garage,1
LAGRANGE ST,Medical/Lab/Production,1
LAGRANGE ST,Multi-Family (2 units),54
LAGRANGE ST,Multi-Family (3 units),4
LAGRANGE ST,Office,2
LAGRANGE ST,Restaurant,1
LAGRANGE ST,Retail,2
LAGRANGE ST,Single-Family,162
LAGRANGE ST,Vacant,18
LAKE SHORE RD,Multi-Family (2 units),1
LAKE SHORE RD,Single-Family,16
LAKE ST,Multi-Family (2 units),26
LAKE ST,Multi-Family (3 units),2
LAKE ST,Office,1
LAKE ST,Single-Family,24
LAKE ST,Vacant,3
LAKESIDE AV,Garage,1
LAKESIDE AV,Multi-Family (3 units),1
LAKESIDE AV,Single-Family,2
LAKESIDE AV,Vacant,1
LAKEVILLE RD,Multi-Family (2 units),3
LAKEVILLE RD,Multi-Family (4-6 units),1
LAKEVILLE RD,Multi-Family (7-30 units),1
LAMARTINE PL,Single-Family,3
LAMARTINE ST,Multi-Family (2 units),9
LAMARTINE ST,Multi-Family (3 units),7
LAMARTINE ST,Office,6
LAMARTINE ST,School,1
LAMARTINE ST,Single-Family,20
LAMARTINE ST,Vacant,18
LAMARTINE TE,Multi-Family (2 units),1
LAMARTINE TE,Multi-Family (3 units),1
LAMARTINE TE,Vacant,1
LAMBERT AV,Multi-Family (2 units),1
LAMBERT AV,Multi-Family (3 units),6
LAMBERT AV,Multi-Family (4-6 units),3
LAMBERT AV,Office,2
LAMBERT AV,Single-Family,2
LAMBERT AV,Vacant,4
LAMBERT ST,Multi-Family (2 units),3
LAMBERT ST,Multi-Family (3 units),1
LAMBERT ST,Multi-Family (7-30 units),1
LAMBERT ST,Single-Family,5
LAMBERT ST,Vacant,7
LAMSON CT,Multi-Family (2 units),1
LAMSON CT,Multi-Family (4-6 units),1
LAMSON CT,Single-Family,7
LAMSON CT,Vacant,2
LAMSON ST,Multi-Family (2 units),2
LAMSON ST,Multi-Family (3 units),4
LAMSON ST,Single-Family,2
LAMSON ST,Vacant,2
LANARK RD,Multi-Family (2 units),9
LANARK RD,Multi-Family (3 units),6
LANARK RD,Multi-Family (31-99 units),1
LANARK RD,Single-Family,1
LANCASTER ST,Garage,3
LANCASTER ST,Hotel,1
LANCASTER ST,Office,1
LANCASTER ST,Restaurant,1
LANDOR RD,Multi-Family (3 units),6
LANDOR RD,Office,1
LANDOR RD,Single-Family,1
LANDSEER ST,Multi-Family (2 units),15
LANDSEER ST,Single-Family,34
LANDSEER ST,Vacant,2
LANDSEER ST,Warehouse,1
LANDSEER TE,Multi-Family (2 units),1
LANE PK,Multi-Family (2 units),15
LANE PK,Single-Family,9
LANESVILLE TE,Vacant,5
LANGDON ST,Multi-Family (2 units),2
LANGDON ST,Multi-Family (3 units),14
LANGDON ST,Office,3
LANGDON ST,Single-Family,2
LANGDON ST,Vacant,13
LANGDON ST,Warehouse,3
LANGFORD PK,Multi-Family (3 units),1
LANGFORD PK,Vacant,2
LANGLEY RD,Multi-Family (2 units),26
LANGLEY RD,Single-Family,18
LANGLEY RD,Vacant,1
LANSDOWNE ST,Convention/Assembly,2
LANSDOWNE ST,Garage,2
LANSDOWNE ST,Restaurant,1
LANSDOWNE ST,Retail,1
LANSDOWNE ST,Warehouse,1
LANTERN LA,Single-Family,8
LARCH PL,Multi-Family (2 units),1
LARCH PL,Single-Family,1
LARCH PL,Vacant,1
LARCH ST,Multi-Family (2 units),8
LARCH ST,Single-Family,15
LARCH ST,Vacant,2
LARCHMONT ST,Convention/Assembly,1
LARCHMONT ST,Multi-Family (2 units),17
LARCHMONT ST,Multi-Family (3 units),2
LARCHMONT ST,Single-Family,14
LAREDO ST,Multi-Family (3 units),1
LAREDO ST,Office,8
LARK ST,Multi-Family (3 units),1
LARK ST,Single-Family,2
LARK ST,Vacant,1
LARKHILL RD,Single-Family,11
LARKHILL RD,Vacant,1
LAROSE PL,Multi-Family (2 units),7
LAROSE PL,Single-Family,1
LAROSE PL,Vacant,1
LASELL ST,Multi-Family (2 units),1
LASELL ST,Single-Family,69
LASELL ST,Vacant,2
LATIN RD,Office,2
LATIN RD,Single-Family,9
LAUREL AV,Office,4
LAUREL AV,Vacant,3
LAUREL ST,Multi-Family (2 units),4
LAUREL ST,Multi-Family (3 units),2
LAUREL ST,Single-Family,9
LAUREL ST,Vacant,1
LAURIAT ST,Multi-Family (2 units),5
LAURIAT ST,Multi-Family (3 units),1
LAURIAT ST,Single-Family,1
LAURIAT ST,Vacant,3
LAURIE AV,Multi-Family (2 units),2
LAURIE AV,Single-Family,52
LAURIE AV,Vacant,6
LAUTEN PL,Single-Family,4
LAUTEN PL,Vacant,3
LAVAL ST,Multi-Family (2 units),3
LAVAL ST,Single-Family,7
LAWLEY ST,Multi-Family (2 units),5
LAWLEY ST,Multi-Family (3 units),2
LAWLEY ST,Multi-Family (4-6 units),1
LAWLEY ST,Office,1
LAWLEY ST,Single-Family,8
LAWLEY ST,Vacant,1
LAWN AV,Multi-Family (2 units),3
LAWN AV,Single-Family,1
LAWN ST,Multi-Family (2 units),2
LAWN ST,Multi-Family (3 units),7
LAWN ST,Office,1
LAWN ST,Single-Family,8
LAWN ST,Vacant,2
LAWNDALE TE,Multi-Family (2 units),1
LAWNDALE TE,Vacant,3
LAWNWOOD PL,Single-Family,8
LAWNWOOD PL,Vacant,1
LAWRENCE AV,Convention/Assembly,2
LAWRENCE AV,Multi-Family (2 units),9
LAWRENCE AV,Multi-Family (3 units),16
LAWRENCE AV,Multi-Family (4-6 units),1
LAWRENCE AV,Multi-Family (7-30 units),1
LAWRENCE AV,Office,2
LAWRENCE AV,School,1
LAWRENCE AV,Single-Family,12
LAWRENCE AV,Vacant,6
LAWRENCE CT,Vacant,2
LAWRENCE PL,Multi-Family (2 units),3
LAWRENCE PL,Multi-Family (3 units),1
LAWRENCE ST,Multi-Family (2 units),6
LAWRENCE ST,Multi-Family (3 units),4
LAWRENCE ST,Single-Family,32
LAWRENCE ST,Vacant,3
LAWSON PL,Multi-Family (2 units),2
LAWSON PL,Office,1
LAWSON PL,Single-Family,1
LAWSON PL,Vacant,2
LAWTON ST,Single-Family,12
LAWTON ST,Vacant,1
LAWTON TE,Multi-Family (2 units),1
LAWTON TE,Single-Family,7
LEAHAVEN RD,Multi-Family (2 units),11
LEAMINGTON RD,Multi-Family (2 units),12
LEAMINGTON RD,Multi-Family (3 units),1
LEAMINGTON RD,Single-Family,13
LEDGE HILL RD,Multi-Family (2 units),4
LEDGE HILL RD,Office,2
LEDGE HILL RD,Single-Family,18
LEDGE HILL RD,Vacant,1
LEDGEBROOK RD,Multi-Family (2 units),10
LEDGEDALE RD,Single-Family,6
LEDGEDALE RD,Vacant,1
LEDGEMERE RD,Multi-Family (31-99 units),1
LEDGEWOOD RD,Single-Family,8
LEE HILL RD,Multi-Family (2 units),3
LEE HILL RD,Single-Family,4
LEE ST,Multi-Family (2 units),3
LEE ST,Multi-Family (3 units),1
LEE ST,Multi-Family (4-6 units),1
LEE ST,Single-Family,5
LEE ST,Vacant,1
LEEDS ST,Multi-Family (2 units),2
LEEDS ST,Multi-Family (3 units),2
LEEDS ST,Single-Family,4
LEEDSVILLE ST,Multi-Family (2 units),1
LEEDSVILLE ST,Multi-Family (3 units),10
LEEDSVILLE ST,Single-Family,2
LEEDSVILLE ST,Vacant,3
LEFEVRE ST,Vacant,3
LEGENDS WY,Garage,1
LEGION PL,Single-Family,2
LEICESTER ST,Multi-Family (2 units),12
LEICESTER ST,Multi-Family (3 units),6
LEICESTER ST,Multi-Family (4-6 units),2
LEICESTER ST,Multi-Family (7-30 units),1
LEICESTER ST,Single-Family,8
LEICESTER ST,Worship,2
LEIGHTON RD,Single-Family,56
LEIGHTON RD,Vacant,3
LELAND RD,Single-Family,11
LELAND RD,Vacant,4
LELAND ST,Multi-Family (3 units),3
LELAND ST,Vacant,4
LENA TE,Multi-Family (2 units),1
LENA TE,Vacant,1
LENISTON ST,Multi-Family (2 units),3
LENISTON ST,Multi-Family (3 units),2
LENISTON ST,Single-Family,11
LENNOCO RD,Office,1
LENNOCO RD,Single-Family,5
LENOX ST,Garage,1
LENOX ST,Office,4
LENOX ST,Vacant,3
LENOXDALE AV,Multi-Family (2 units),13
LENOXDALE AV,Multi-Family (3 units),1
LENOXDALE AV,Single-Family,20
LENOXDALE AV,Vacant,1
LEO M BIRMINGHAM PW,Garage,1
LEO M BIRMINGHAM PW,Multi-Family (4-6 units),1
LEO M BIRMINGHAM PW,Office,4
LEONARD CT,Single-Family,2
LEONARD CT,Vacant,1
LEONARD PL,Multi-Family (3 units),1
LEONARD ST,Multi-Family (2 units),3
LEONARD ST,Multi-Family (3 units),1
LEONARD ST,Single-Family,28
LEONARD ST,Vacant,1
LEROY ST,Multi-Family (2 units),7
LEROY ST,Multi-Family (3 units),15
LEROY ST,Single-Family,6
LEROY ST,Vacant,1
LESEUR RD,Single-Family,6
LESHER ST,Garage,1
LESHER ST,Multi-Family (2 units),5
LESHER ST,Multi-Family (3 units),1
LESHER ST,Multi-Family (4-6 units),1
LESLIE PK,Single-Family,3
LESLIE ST,Multi-Family (3 units),10
LESTER PL,Multi-Family (2 units),3
LESTER PL,Multi-Family (3 units),1
LESTER ST,Vacant,1
LESTON ST,Multi-Family (2 units),1
LESTON ST,Multi-Family (3 units),7
LESTON ST,Office,2
LESTON ST,Single-Family,6
LESTON ST,Vacant,3
LETTERFINE TE,Office,7
LEVANT ST,Multi-Family (3 units),16
LEVANT ST,Single-Family,3
LEVANT ST,Vacant,3
LEVERETT AV,Multi-Family (2 units),1
LEVERETT AV,Single-Family,2
LEVERETT CI,Vacant,1
LEWIS PL,Single-Family,1
LEWIS ST,Multi-Family (4-6 units),5
LEWIS ST,Multi-Family (7-30 units),1
LEWIS ST,Residential (Mixed-Use),2
LEWIS ST,Vacant,1
LEWIS WH,Garage,1
LEWIS WH,Vacant,1
LEWISTON ST,Single-Family,47
LEWISTON ST,Vacant,1
LEXINGTON AV,Multi-Family (2 units),20
LEXINGTON AV,Multi-Family (3 units),4
LEXINGTON AV,Single-Family,25
LEXINGTON AV,Vacant,7
LEXINGTON PL,Vacant,2
LEXINGTON SQ,Single-Family,2
LEXINGTON ST,Multi-Family (2 units),36
LEXINGTON ST,Multi-Family (3 units),112
LEXINGTON ST,Multi-Family (4-6 units),7
LEXINGTON ST,Office,1
LEXINGTON ST,Residential (Mixed-Use),1
LEXINGTON ST,Retail,1
LEXINGTON ST,School,1
LEXINGTON ST,Single-Family,54
LEXINGTON ST,Vacant,4
LEYDEN ST,Garage,1
LEYDEN ST,Multi-Family (2 units),35
LEYDEN ST,Multi-Family (3 units),34
LEYDEN ST,Multi-Family (4-6 units),6
LEYDEN ST,Multi-Family (7-30 units),1
LEYDEN ST,Retail,1
LEYDEN ST,Single-Family,20
LEYDEN ST,Vacant,2
LEYLAND ST,Convention/Assembly,4
LEYLAND ST,Multi-Family (2 units),1
LEYLAND ST,Multi-Family (3 units),5
LEYLAND ST,Multi-Family (>= 100 units),11
LEYLAND ST,Office,4
LEYLAND ST,Vacant,7
LIBBEY ST,Single-Family,11
LIBBEY ST,Vacant,1
LIBERTY DR,Residential (Mixed-Use),1
LIBERTY PL,Single-Family,1
LIBERTY SQ,Office,2
LILA RD,Single-Family,19
LILA RD,Vacant,4
LILAC TE,Single-Family,4
LILLIAN ST,Multi-Family (2 units),1
LILLIE WY,Single-Family,2
LILLY ST,Single-Family,3
LIME ST,Multi-Family (2 units),2
LIME ST,Multi-Family (7-30 units),2
LIME ST,Single-Family,13
LINCOLN PL,Single-Family,2
LINCOLN ST,Garage,1
LINCOLN ST,Medical/Lab/Production,3
LINCOLN ST,Multi-Family (2 units),22
LINCOLN ST,Multi-Family (3 units),8
LINCOLN ST,Multi-Family (4-6 units),4
LINCOLN ST,Multi-Family (7-30 units),1
